metro_area,total,with_internet_subscription,dial_up_with_no_other_internet_subscription,broadband_of_any_type,cellular_data_plan,cellular_data_plan_only,broadband_cable_fiber_or_dsl,broadband_cable_fiber_or_dsl_only,satellite_internet_service,satellite_internet_service_only,other_service_only,internet_access_without_subscription,no_internet_access,metro_area_id,year
"Clearlake, CA Micro Area",25660,19758,91,19667,14399,2870,14055,4056,3026,916,29,546,5356,17340,2019
"Cleveland, MS Micro Area",12111,7397,31,7366,6222,1845,4890,859,832,176,7,188,4526,17380,2019
"Cleveland, TN Metro Area",47575,37194,225,36969,28329,6408,27737,7637,3390,594,94,779,9602,17420,2019
"Cleveland-Elyria, OH Metro Area",861912,697995,2948,695047,540575,71628,599915,141020,45435,5111,1041,25823,138094,17460,2019
"Clewiston, FL Micro Area",12527,8334,0,8334,6618,2297,5369,1490,1094,178,26,479,3714,17500,2019
"Clinton, IA Micro Area",19635,15265,124,15141,12026,2079,12089,2644,1310,215,18,519,3851,17540,2019
"Clovis, NM Micro Area",18548,15048,40,15008,12643,2844,11592,2152,638,90,17,356,3144,17580,2019
"Coamo, PR Micro Area",13104,7579,35,7544,5992,2878,4347,1442,391,89,0,289,5236,17620,2019
"Coco, PR Micro Area",10036,6259,51,6208,4759,2854,3243,1376,228,33,0,123,3654,17640,2019
"Coeur d'Alene, ID Metro Area",62304,52707,246,52461,43681,6880,40514,6843,6437,1181,185,2567,7030,17660,2019
"Coffeyville, KS Micro Area",13576,10218,57,10161,7933,1699,7323,1790,1261,225,56,225,3133,17700,2019
"Coldwater, MI Micro Area",16650,13047,124,12923,10419,2191,9592,2050,1337,303,15,595,3008,17740,2019
"College Station-Bryan, TX Metro Area",92666,74890,134,74756,64367,11520,57084,8206,8287,1325,208,6571,11205,17780,2019
"Colorado Springs, CO Metro Area",267755,243714,1027,242687,195320,23926,207931,42252,18956,2761,220,5190,18851,17820,2019
"Columbia, MO Metro Area",80487,66775,393,66382,53675,5334,57453,11448,5515,755,130,3931,9781,17860,2019
"Columbia, SC Metro Area",312401,253530,807,252723,202834,30213,210438,43893,24592,2599,730,7557,51314,17900,2019
"Columbus, GA-AL Metro Area",118780,90737,405,90332,71041,14250,69580,16628,8638,1145,226,5091,22952,17980,2019
"Cullman, AL Micro Area",31034,23198,200,22998,19031,6266,14730,3257,2813,352,37,1001,6835,18980,2019
"Columbus, IN Metro Area",31452,25768,177,25591,20253,3078,20842,4552,2271,481,94,856,4828,18020,2019
"Columbus, MS Micro Area",22436,17369,55,17314,13794,4428,11801,3058,1485,375,20,819,4248,18060,2019
"Columbus, NE Micro Area",12947,10311,75,10236,8212,1240,8194,1774,931,151,34,342,2294,18100,2019
"Columbus, OH Metro Area",794449,691282,2225,689057,562783,72821,592880,115671,39127,4927,778,17445,85722,18140,2019
"Concord, NH Micro Area",58452,50846,280,50566,38107,3174,46023,11647,2253,354,42,1507,6099,18180,2019
"Connersville, IN Micro Area",9584,6802,23,6779,4982,1072,4961,1432,890,270,24,356,2426,18220,2019
"Cookeville, TN Micro Area",45130,33330,154,33176,23728,3581,28497,8516,1945,420,77,1566,10234,18260,2019
"Coos Bay, OR Micro Area",27025,21212,194,21018,15587,2426,16269,4265,2902,700,79,905,4908,18300,2019
"Cordele, GA Micro Area",8585,5223,23,5200,4442,1264,3356,610,764,133,0,382,2980,18380,2019
"Corinth, MS Micro Area",14649,10408,54,10354,8495,2941,6613,1587,1114,180,16,563,3678,18420,2019
"Cornelia, GA Micro Area",15139,10804,62,10742,8421,1587,8653,1984,1057,120,15,590,3745,18460,2019
"Corning, NY Micro Area",39861,31486,298,31188,22555,3705,24818,7470,3010,778,66,1081,7294,18500,2019
"Corpus Christi, TX Metro Area",152349,121996,229,121767,104243,22090,94479,15259,9159,1216,201,3216,27137,18580,2019
"Corsicana, TX Micro Area",17338,13248,62,13186,10278,4029,7080,2152,2583,599,47,352,3738,18620,2019
"Cortland, NY Micro Area",17745,13200,109,13091,10476,1336,11013,2298,981,174,11,1519,3026,18660,2019
"Corvallis, OR Metro Area",35718,32444,120,32324,26575,2381,28734,5139,1701,272,42,1001,2273,18700,2019
"Coshocton, OH Micro Area",14476,10286,93,10193,7346,2001,7067,2357,1366,368,19,412,3778,18740,2019
"Craig, CO Micro Area",5366,4302,7,4295,2918,713,2845,1087,748,269,0,160,904,18780,2019
"Crawfordsville, IN Micro Area",15382,12632,67,12565,10398,2345,9153,1823,1298,271,30,369,2381,18820,2019
"Crescent City, CA Micro Area",9945,7961,32,7929,5748,814,6509,1906,811,146,29,491,1493,18860,2019
"Crestview-Fort Walton Beach-Destin, FL Metro Area",105382,88195,497,87698,69543,7704,76982,16752,5729,497,32,5435,11752,18880,2019
"Crossville, TN Micro Area",25801,20414,157,20257,15408,2566,16546,4191,2266,277,24,679,4708,18900,2019
"Decatur, IN Micro Area",12481,9071,195,8876,6831,1808,6255,1687,1028,215,12,482,2928,19540,2019
"Defiance, OH Micro Area",15297,12426,157,12269,9747,1315,10005,2091,1331,236,10,409,2462,19580,2019
"Del Rio, TX Micro Area",15779,10673,2,10671,8056,2106,7926,2343,903,114,99,617,4489,19620,2019
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",258616,206818,918,205900,147605,32130,158916,49977,14647,1967,3674,10933,40865,19660,2019
"Deming, NM Micro Area",8904,5632,23,5609,4602,1653,3439,756,661,161,18,242,3030,19700,2019
"Denver-Aurora-Lakewood, CO Metro Area",1112126,993512,3604,989908,824513,80465,873785,149299,70784,6829,1454,26330,92284,19740,2019
"DeRidder, LA Micro Area",13520,10455,54,10401,8233,2710,5242,1298,2693,781,8,324,2741,19760,2019
"Des Moines-West Des Moines, IA Metro Area",266943,227477,1350,226127,188712,29822,184902,33214,19369,2198,270,8547,30919,19780,2019
"Detroit-Warren-Dearborn, MI Metro Area",1703819,1411597,4929,1406668,1115184,163021,1196299,266976,85683,10975,1532,57361,234861,19820,2019
"Dickinson, ND Micro Area",12907,10376,57,10319,7782,1223,8777,2322,786,57,36,705,1826,19860,2019
"Dixon, IL Micro Area",13788,11153,31,11122,8943,1718,8346,1738,1369,346,20,480,2155,19940,2019
"Dodge City, KS Micro Area",11344,8947,70,8877,6516,1633,6611,2024,699,247,29,208,2189,19980,2019
"Cullowhee, NC Micro Area",22393,15571,197,15374,12427,2613,11344,2341,1910,391,90,1303,5519,19000,2019
"Cumberland, MD-WV Metro Area",38315,29451,182,29269,22583,3950,23748,5772,2238,607,20,1056,7808,19060,2019
"Dallas-Fort Worth-Arlington, TX Metro Area",2553470,2197933,5140,2192793,1835065,283608,1803196,302287,193281,19966,4500,64212,291325,19100,2019
"Dalton, GA Metro Area",50014,39954,236,39718,25936,9579,29183,12898,1997,256,2,790,9270,19140,2019
"Danville, IL Metro Area",31151,23983,135,23848,19889,6267,15064,3285,3258,376,17,763,6405,19180,2019
"Danville, KY Micro Area",20720,15277,48,15229,12415,2858,10328,2058,2897,510,57,512,4931,19220,2019
"Danville, VA Micro Area",44560,32268,304,31964,24769,6849,22113,5837,3178,782,145,1388,10904,19260,2019
"Daphne-Fairhope-Foley, AL Metro Area",80930,66600,386,66214,56354,13421,48415,8093,8164,1046,26,3148,11182,19300,2019
"Davenport-Moline-Rock Island, IA-IL Metro Area",153939,124833,696,124137,100799,17661,100333,20237,10156,1401,229,4403,24703,19340,2019
"Dayton, TN Micro Area",12177,8873,27,8846,7534,1997,6177,1173,764,57,0,511,2793,19420,2019
"Dayton-Kettering, OH Metro Area",330975,279158,952,278206,226806,35518,232913,46457,17832,1806,266,8322,43495,19430,2019
"Decatur, AL Metro Area",58595,42595,241,42354,30916,8361,30962,9794,4364,1162,104,2874,13126,19460,2019
"Decatur, IL Metro Area",43912,34211,107,34104,26268,4712,27838,6924,2460,273,59,1481,8220,19500,2019
"Dothan, AL Metro Area",56324,41827,422,41405,31864,9047,29713,8257,3898,672,44,1305,13192,20020,2019
"Douglas, GA Micro Area",17318,11406,55,11351,8639,2323,7973,2154,2110,332,93,846,5066,20060,2019
"Dover, DE Metro Area",65796,56320,234,56086,45367,7507,46526,9577,2927,554,58,1103,8373,20100,2019
"Dublin, GA Micro Area",23025,14093,144,13949,8363,2450,10345,4601,1832,442,51,864,8068,20140,2019
"DuBois, PA Micro Area",31248,23100,309,22791,16487,2924,18150,5380,2326,495,84,1072,7076,20180,2019
"Dubuque, IA Metro Area",38210,31779,238,31541,25843,3816,24469,4840,4198,519,70,1409,5022,20220,2019
"Duluth, MN-WI Metro Area",123623,98624,1063,97561,77550,16084,72955,16438,11831,2012,202,4182,20817,20260,2019
"Dumas, TX Micro Area",6733,5683,3,5680,5010,1892,3465,551,551,51,0,128,922,20300,2019
"Duncan, OK Micro Area",16720,12882,62,12820,10490,3530,7696,1779,1725,471,43,556,3282,20340,2019
"Durango, CO Micro Area",21794,17062,124,16938,12814,1995,12911,3213,2438,488,84,1220,3512,20420,2019
"Durant, OK Micro Area",17253,12469,29,12440,8989,2615,7287,1737,3142,1059,109,786,3998,20460,2019
"Durham-Chapel Hill, NC Metro Area",245658,209571,827,208744,175721,22405,179315,29707,14615,1249,196,8447,27640,20500,2019
"Dyersburg, TN Micro Area",15120,11623,49,11574,9883,3043,7751,1396,1124,151,21,447,3050,20540,2019
"Eagle Pass, TX Micro Area",16286,9991,0,9991,7720,1925,7806,2065,617,10,0,381,5914,20580,2019
"Easton, MD Micro Area",16826,14544,54,14490,11764,1958,11623,2477,1237,179,15,254,2028,20660,2019
"East Stroudsburg, PA Metro Area",57098,48579,427,48152,36966,3348,42530,10356,3503,430,13,1272,7247,20700,2019
"Eau Claire, WI Metro Area",66582,56724,408,56316,44834,6232,47215,10214,4188,748,62,1591,8267,20740,2019
"Edwards, CO Micro Area",18171,16347,43,16304,12649,3773,11834,3151,1370,308,0,612,1212,20780,2019
"Effingham, IL Micro Area",13877,11379,111,11268,8970,1635,8571,1981,1313,204,41,351,2147,20820,2019
"El Campo, TX Micro Area",15199,10757,155,10602,7933,3769,4762,1659,2084,845,99,421,4021,20900,2019
"El Centro, CA Metro Area",44829,34963,215,34748,31192,5159,27472,2945,2729,270,82,1261,8605,20940,2019
"El Dorado, AR Micro Area",15726,9889,33,9856,6895,1867,7029,2531,1230,318,0,1055,4782,20980,2019
"Elizabeth City, NC Micro Area",20633,15977,103,15874,12023,2385,12673,3498,1370,142,33,626,4030,21020,2019
"Elizabethtown-Fort Knox, KY Metro Area",58072,46154,353,45801,35897,5114,38937,9093,3207,430,37,3160,8758,21060,2019
"Elk City, OK Micro Area",7578,5897,26,5871,4801,1241,4147,947,636,106,0,248,1433,21120,2019
"Elkhart-Goshen, IN Metro Area",71718,58324,560,57764,44716,8906,46094,11819,4401,391,170,1883,11511,21140,2019
"Elkins, WV Micro Area",11135,7806,26,7780,5225,1025,6120,2140,733,141,86,376,2953,21180,2019
"Elko, NV Micro Area",18839,15911,41,15870,12173,2945,11516,2919,1897,433,26,870,2058,21220,2019
"Ellensburg, WA Micro Area",18347,15580,110,15470,12836,1382,12992,2300,1311,156,18,938,1829,21260,2019
"Elmira, NY Metro Area",33989,27483,148,27335,19100,3258,22514,7577,2115,440,17,1228,5278,21300,2019
"El Paso, TX Metro Area",269288,211605,464,211141,173876,39741,162312,33896,17935,1875,150,10160,47523,21340,2019
"Emporia, KS Micro Area",14620,11885,51,11834,9738,2564,8020,1751,1309,284,33,527,2208,21380,2019
"Enid, OK Metro Area",23541,18484,68,18416,14591,3313,14111,3287,1604,257,28,831,4226,21420,2019
"Enterprise, AL Micro Area",19924,16130,183,15947,13341,3260,11856,2291,1248,202,14,404,3390,21460,2019
"Erie, PA Metro Area",110318,90283,670,89613,69472,11843,74896,18496,4787,596,105,2721,17314,21500,2019
"Escanaba, MI Micro Area",16234,12451,84,12367,8925,2061,9084,2888,1366,375,27,363,3420,21540,2019
"Española, NM Micro Area",12730,7348,11,7337,4668,1226,5040,1830,1250,712,48,271,5111,21580,2019
"Forrest City, AR Micro Area",9388,5457,25,5432,3743,1968,2986,1426,646,230,0,662,3269,22620,2019
"Eufaula, AL-GA Micro Area",10187,6175,60,6115,4906,1686,3723,869,989,221,15,637,3375,21640,2019
"Eugene-Springfield, OR Metro Area",152312,130373,762,129611,106512,13521,108441,20075,9999,1905,118,6057,15882,21660,2019
"Eureka-Arcata, CA Micro Area",54679,45836,168,45668,34569,5415,36124,9139,4061,1117,255,1368,7475,21700,2019
"Evanston, WY Micro Area",7597,6815,13,6802,5509,776,4716,957,1398,202,15,148,634,21740,2019
"Evansville, IN-KY Metro Area",128919,104420,311,104109,79169,14332,83504,21945,8769,1628,145,3457,21042,21780,2019
"Fairbanks, AK Metro Area",36188,31351,309,31042,24070,5596,24081,6573,1942,108,27,932,3905,21820,2019
"Fairfield, IA Micro Area",6754,5399,69,5330,4128,791,3930,960,631,158,30,243,1112,21840,2019
"Fairmont, MN Micro Area",8759,7023,113,6910,5051,1248,4960,1571,878,190,12,177,1559,21860,2019
"Fairmont, WV Micro Area",22926,18816,84,18732,13269,2751,15084,4897,1249,392,8,448,3662,21900,2019
"Fallon, NV Micro Area",9940,8538,70,8468,6569,836,7149,1665,688,137,0,249,1153,21980,2019
"Fort Morgan, CO Micro Area",10928,9144,66,9078,7010,1851,6226,1599,1158,369,26,209,1575,22820,2019
"Fort Payne, AL Micro Area",26040,18876,129,18747,14613,4344,13139,3465,1747,504,12,628,6536,22840,2019
"Fort Polk South, LA Micro Area",17696,13357,95,13262,10223,2855,8623,2341,2435,570,8,734,3605,22860,2019
"Fort Smith, AR-OK Metro Area",97383,71903,449,71454,55605,14012,51471,13396,7796,1654,66,3915,21565,22900,2019
"Fargo, ND-MN Metro Area",100207,84695,285,84410,70205,9396,71241,12488,6008,944,163,4850,10662,22020,2019
"Faribault-Northfield, MN Micro Area",23005,19563,170,19393,15401,2962,15195,3505,1533,356,40,548,2894,22060,2019
"Farmington, MO Micro Area",24898,19858,87,19771,16599,4324,13476,2457,2552,611,24,609,4431,22100,2019
"Farmington, NM Metro Area",43387,29098,262,28836,21586,4964,21442,5843,3504,867,100,1784,12505,22140,2019
"Fayetteville, NC Metro Area",188642,156433,527,155906,123261,17336,133932,30218,9368,950,184,5603,26606,22180,2019
"Fayetteville-Springdale-Rogers, AR Metro Area",190853,142005,669,141336,116410,20518,112308,21731,11062,1586,202,20668,28180,22220,2019
"Fergus Falls, MN Micro Area",24687,18788,303,18485,14378,3158,14102,3624,1543,220,77,1130,4769,22260,2019
"Fernley, NV Micro Area",21189,18001,33,17968,13971,2709,13186,3150,2594,572,29,469,2719,22280,2019
"Findlay, OH Micro Area",31937,27389,168,27221,20761,2770,22792,5835,2207,425,51,767,3781,22300,2019
"Fitzgerald, GA Micro Area",6443,3600,22,3578,2648,684,2501,647,686,169,32,553,2290,22340,2019
"Flagstaff, AZ Metro Area",47447,37266,167,37099,29331,5250,28376,6083,4224,1083,196,1676,8505,22380,2019
"Flint, MI Metro Area",167902,130228,605,129623,94504,15442,109934,32767,6967,1106,90,6532,31142,22420,2019
"Florence, SC Metro Area",78672,56720,185,56535,38169,9297,43190,15787,5383,2027,117,2660,19292,22500,2019
"Florence-Muscle Shoals, AL Metro Area",60351,43409,270,43139,34783,10448,29371,7089,4603,844,24,2840,14102,22520,2019
"Fond du Lac, WI Metro Area",41542,34183,317,33866,25685,4299,26417,7205,3542,643,45,1129,6230,22540,2019
"Forest City, NC Micro Area",26683,18817,73,18744,14826,4119,11985,2925,3175,656,83,1074,6792,22580,2019
"Fort Leonard Wood, MO Micro Area",15154,12502,84,12418,8727,1675,10021,3409,1033,186,18,764,1888,22780,2019
"Fort Madison-Keokuk, IA-IL-MO Micro Area",24299,18133,197,17936,13601,2972,12968,3569,2218,531,35,847,5319,22800,2019
"Fort Wayne, IN Metro Area",158807,133843,586,133257,108793,17489,111098,22299,6853,886,279,4056,20908,23060,2019
"Frankfort, IN Micro Area",12033,9250,72,9178,7174,2061,6185,1690,947,208,73,429,2354,23140,2019
"Frankfort, KY Micro Area",29770,23793,25,23768,20197,5239,16968,3187,1928,237,70,1671,4306,23180,2019
"Fredericksburg, TX Micro Area",10694,8495,26,8469,7253,1471,5603,781,1811,370,9,290,1909,23240,2019
"Freeport, IL Micro Area",19739,15662,139,15523,12239,2686,11270,2806,1662,283,63,430,3647,23300,2019
"Fremont, NE Micro Area",15261,12178,149,12029,9167,1724,9353,2490,1242,267,13,548,2535,23340,2019
"Fremont, OH Micro Area",23574,18714,151,18563,13614,2515,14540,4207,2006,407,61,745,4115,23380,2019
"Fresno, CA Metro Area",307906,247727,937,246790,202951,40169,192963,38161,23665,2883,616,8477,51702,23420,2019
"Gadsden, AL Metro Area",38942,29948,140,29808,22371,6359,21566,6391,2773,499,59,1409,7585,23460,2019
"Gaffney, SC Micro Area",20699,13625,63,13562,9977,2786,9561,3041,1874,278,62,1216,5858,23500,2019
"Gainesville, FL Metro Area",120833,99437,521,98916,80438,9567,83514,16044,8390,1589,62,4456,16940,23540,2019
"Gainesville, GA Metro Area",64352,55372,141,55231,46163,8145,44831,8009,4841,487,63,1098,7882,23580,2019
"Gainesville, TX Micro Area",15351,11723,23,11700,9579,2493,7347,1594,2088,350,57,704,2924,23620,2019
"Galesburg, IL Micro Area",20680,15253,157,15096,11842,2852,11464,2721,1067,218,32,921,4506,23660,2019
"Gallup, NM Micro Area",20942,9452,271,9181,6724,3007,5355,1928,1199,385,10,896,10594,23700,2019
"Garden City, KS Micro Area",13720,10923,30,10893,8992,2253,8159,1575,874,170,13,390,2407,23780,2019
"Gardnerville Ranchos, NV Micro Area",20741,18551,55,18496,14045,1669,15885,4043,1632,196,12,249,1941,23820,2019
"Georgetown, SC Micro Area",25498,18937,42,18895,15623,1591,15977,2921,1619,138,39,1313,5248,23860,2019
"Gettysburg, PA Metro Area",39345,32278,418,31860,24743,3274,27181,6448,1963,187,101,1003,6064,23900,2019
"Gillette, WY Micro Area",23384,20396,44,20352,15191,4151,14135,4217,2779,740,34,694,2294,23940,2019
"Glasgow, KY Micro Area",21005,16601,119,16482,10206,1795,14318,6000,620,98,0,485,3919,23980,2019
"Glens Falls, NY Metro Area",52029,42745,330,42415,30217,4626,34164,10290,4428,1360,86,1388,7896,24020,2019
"Glenwood Springs, CO Micro Area",28965,25659,143,25516,18974,5991,17088,5427,3219,842,42,582,2724,24060,2019
"Gloversville, NY Micro Area",22557,17573,203,17370,8943,1075,15307,6109,813,187,521,720,4264,24100,2019
"Goldsboro, NC Metro Area",48343,38661,55,38606,31997,6907,29965,5909,2481,272,66,1176,8506,24140,2019
"Granbury, TX Micro Area",22152,18910,47,18863,15268,5309,12016,2956,2460,415,26,834,2408,24180,2019
"Grand Forks, ND-MN Metro Area",43086,35038,140,34898,28444,4132,29169,5677,2267,405,57,2166,5882,24220,2019
"Grand Island, NE Metro Area",29189,23579,276,23303,18146,3909,17614,4543,2286,309,43,952,4658,24260,2019
"Grand Junction, CO Metro Area",61742,53349,410,52939,43930,5946,44136,8061,3834,524,44,1302,7091,24300,2019
"Grand Rapids, MN Micro Area",19506,15460,137,15323,11945,2383,11824,2902,1529,288,8,508,3538,24330,2019
"Grand Rapids-Kentwood, MI Metro Area",391233,334663,1392,333271,273662,41309,275091,52601,23544,3575,647,10516,46054,24340,2019
"Grants, NM Micro Area",8708,5155,112,5043,2648,1255,2875,1790,902,539,21,289,3264,24380,2019
"Grants Pass, OR Metro Area",36367,29444,291,29153,20689,4008,21345,6809,4706,1087,46,1717,5206,24420,2019
"Great Bend, KS Micro Area",10624,8328,84,8244,6301,1098,6605,1487,895,213,16,392,1904,24460,2019
"Great Falls, MT Metro Area",34329,26560,134,26426,20194,2547,22156,5177,2291,652,89,824,6945,24500,2019
"Greeley, CO Metro Area",104671,90366,330,90036,74041,9542,73048,12616,11851,2049,248,3055,11250,24540,2019
"Green Bay, WI Metro Area",129648,109842,784,109058,87750,14511,88107,18861,8842,1348,163,3011,16795,24580,2019
"Greeneville, TN Micro Area",27396,19715,111,19604,15453,4169,14209,3622,1357,282,58,1018,6663,24620,2019
"Greensboro-High Point, NC Metro Area",297916,225266,860,224406,179743,25539,191643,40575,13805,1555,363,19376,53274,24660,2019
"Greensburg, IN Micro Area",10353,7949,0,7949,6433,1547,5393,1209,1049,143,64,342,2062,24700,2019
"Greenville, MS Micro Area",17988,11263,33,11230,9073,3098,7146,1784,1242,170,55,764,5961,24740,2019
"Greenville, NC Metro Area",69799,56496,130,56366,45698,12344,42024,9833,3155,371,71,3519,9784,24780,2019
"Greenville, OH Micro Area",20861,16601,211,16390,12351,2456,12535,3482,1649,328,28,693,3567,24820,2019
"Greenville-Anderson, SC Metro Area",343270,276608,794,275814,222240,35244,229287,47952,21974,2537,272,10036,56626,24860,2019
"Greenwood, MS Micro Area",13789,6758,40,6718,4658,1238,4671,1562,1471,324,2,964,6067,24900,2019
"Greenwood, SC Micro Area",27612,20339,85,20254,15037,3507,15809,4534,1679,455,17,738,6535,24940,2019
"Grenada, MS Micro Area",8391,5636,21,5615,4538,1344,3709,795,997,169,10,253,2502,24980,2019
"Guayama, PR Metro Area",26074,15771,18,15753,13982,7271,7576,1628,1006,95,18,664,9639,25020,2019
"Gulfport-Biloxi, MS Metro Area",156897,123810,482,123328,101127,22653,92946,19831,12894,1252,142,3994,29093,25060,2019
"Guymon, OK Micro Area",6768,5048,19,5029,4097,914,3890,871,298,50,0,328,1392,25100,2019
"Hagerstown-Martinsburg, MD-WV Metro Area",107441,86719,539,86180,68302,10487,71580,15565,6375,1018,119,3372,17350,25180,2019
"Hailey, ID Micro Area",8389,7255,11,7244,2483,713,5767,3949,880,640,0,96,1038,25200,2019
"Hammond, LA Metro Area",47597,37393,71,37322,31400,6124,28676,4896,3305,680,41,946,9258,25220,2019
"Hanford-Corcoran, CA Metro Area",43452,35131,187,34944,24213,3735,29026,9746,3003,603,78,1111,7210,25260,2019
"Hannibal, MO Micro Area",15601,12349,107,12242,9822,1589,9909,2030,970,253,23,488,2764,25300,2019
"Harrisburg-Carlisle, PA Metro Area",230247,191645,1182,190463,151550,18805,166028,36104,9337,1007,218,6482,32120,25420,2019
"Harrison, AR Micro Area",17970,14067,134,13933,9645,3012,10070,3934,1040,213,14,392,3511,25460,2019
"Harrisonburg, VA Metro Area",47717,36832,144,36688,29412,6249,27588,6087,3097,669,92,2826,8059,25500,2019
"Hartford-East Hartford-Middletown, CT Metro Area",473062,402486,1627,400859,311359,36138,355451,83385,16446,2300,539,13015,57561,25540,2019
"Hastings, NE Micro Area",12712,10097,96,10001,7631,1167,8093,2054,895,161,43,307,2308,25580,2019
"Hattiesburg, MS Metro Area",61584,46535,342,46193,35868,12387,29571,8136,5626,1869,22,2055,12994,25620,2019
"Hays, KS Micro Area",11544,9396,10,9386,7655,1241,7899,1672,338,46,6,405,1743,25700,2019
"Heber, UT Micro Area",24099,22226,121,22105,18616,1801,17755,2784,3450,444,68,450,1423,25720,2019
"Helena, MT Micro Area",32377,26935,209,26726,18995,2330,21680,6609,2832,815,67,845,4597,25740,2019
"Helena-West Helena, AR Micro Area",7485,4911,17,4894,4161,1417,3087,575,817,133,0,159,2415,25760,2019
"Henderson, NC Micro Area",16875,11953,70,11883,9135,1600,9630,2415,1000,235,0,406,4516,25780,2019
"Hereford, TX Micro Area",6145,4863,1,4862,4113,1922,2599,503,401,63,8,150,1132,25820,2019
"Hermiston-Pendleton, OR Micro Area",31016,24723,59,24664,18963,3902,17943,4520,3466,847,35,979,5314,25840,2019
"Hickory-Lenoir-Morganton, NC Metro Area",144508,112485,560,111925,88438,15560,89969,20658,9376,1584,116,3198,28825,25860,2019
"Hillsdale, MI Micro Area",18107,13513,148,13365,10513,2819,9120,2252,1681,347,39,587,4007,25880,2019
"Hilo, HI Micro Area",69453,54189,381,53808,40923,5618,45043,11486,4254,806,36,3084,12180,25900,2019
"Hilton Head Island-Bluffton, SC Metro Area",81746,67998,374,67624,55106,5894,59551,11203,4950,518,136,3764,9984,25940,2019
"Hinesville, GA Metro Area",29180,25091,45,25046,18884,3513,20754,5533,1909,284,15,677,3412,25980,2019
"Hobbs, NM Micro Area",22523,17554,59,17495,15427,4728,11718,1572,1554,295,43,784,4185,26020,2019
"Holland, MI Micro Area",43416,34676,216,34460,27548,10153,20200,5324,4347,1077,55,891,7849,26090,2019
"Homosassa Springs, FL Metro Area",63681,52710,420,52290,36345,5212,44551,14344,3529,655,205,1837,9134,26140,2019
"Hood River, OR Micro Area",8600,7131,44,7087,5557,538,5882,1125,1039,263,19,216,1253,26220,2019
"Hope, AR Micro Area",11491,8102,104,7998,6461,3381,3644,1068,1208,285,18,246,3143,26260,2019
"Hot Springs, AR Metro Area",40209,31719,123,31596,24222,7425,21714,6408,3738,533,76,1129,7361,26300,2019
"Houghton, MI Micro Area",14467,11340,63,11277,8683,1691,8796,2216,857,203,32,668,2459,26340,2019
"Houma-Thibodaux, LA Metro Area",76867,58939,148,58791,44398,6901,49324,12221,4837,687,135,1712,16216,26380,2019
"Houston-The Woodlands-Sugar Land, TX Metro Area",2352275,2008535,5300,2003235,1705281,302835,1624758,263713,181413,16078,2109,55545,288195,26420,2019
"Hudson, NY Micro Area",24966,20090,195,19895,14763,1924,16176,4550,1857,368,23,741,4135,26460,2019
"Huntingdon, PA Micro Area",16779,12912,176,12736,8047,1411,10449,4147,1119,242,33,464,3403,26500,2019
"Huntington, IN Micro Area",14742,11726,108,11618,8783,2252,8339,2492,1111,180,49,568,2448,26540,2019
"Huntington-Ashland, WV-KY-OH Metro Area",140894,104008,911,103097,77467,12594,84753,22057,8116,2277,112,6499,30387,26580,2019
"Huntsville, AL Metro Area",180332,154281,505,153776,124995,16592,130568,25152,10874,2288,99,5517,20534,26620,2019
"Huntsville, TX Micro Area",21963,17837,92,17745,15863,3263,13227,1606,1454,159,0,517,3609,26660,2019
"Huron, SD Micro Area",8478,6163,49,6114,3983,798,4769,1874,713,114,17,319,1996,26700,2019
"Hutchinson, KS Micro Area",25014,20024,110,19914,15389,3442,15048,3907,1822,318,73,870,4120,26740,2019
"Hutchinson, MN Micro Area",14714,12309,94,12215,9755,1551,9835,2152,1230,197,24,349,2056,26780,2019
"Idaho Falls, ID Metro Area",49526,43742,295,43447,36337,5506,34472,6008,4828,778,59,1383,4401,26820,2019
"Indiana, PA Micro Area",33246,24874,293,24581,18313,4363,17794,5184,2586,826,33,996,7376,26860,2019
"Indianapolis-Carmel-Anderson, IN Metro Area",776607,649112,2385,646727,533538,85084,535778,101158,52029,4874,680,20414,107081,26900,2019
"Indianola, MS Micro Area",8322,4974,51,4923,3663,1662,2665,835,708,232,7,238,3110,26940,2019
"Iowa City, IA Metro Area",67966,59407,318,59089,48209,5445,51281,9821,4012,536,42,2377,6182,26980,2019
"Iron Mountain, MI-WI Micro Area",13179,10155,118,10037,7147,1129,8064,2424,915,277,65,650,2374,27020,2019
"Ithaca, NY Metro Area",39618,33915,140,33775,25804,2481,29704,7320,1972,316,59,2167,3536,27060,2019
"Jackson, MI Metro Area",61805,50666,301,50365,41555,8560,38696,7639,3579,553,87,1776,9363,27100,2019
"Jackson, MS Metro Area",217785,168510,326,168184,139238,31979,122908,24247,18366,2073,440,6937,42338,27140,2019
"Jackson, OH Micro Area",12780,9696,70,9626,7549,1756,6865,1684,1154,298,0,343,2741,27160,2019
"Jackson, TN Metro Area",68815,52275,248,52027,44094,8756,40186,6872,4450,605,111,2602,13938,27180,2019
"Jackson, WY-ID Micro Area",12726,11272,64,11208,8532,1356,9023,2110,1229,335,23,437,1017,27220,2019
"Jacksonville, FL Metro Area",563946,483436,1723,481713,378994,65183,400240,94452,32006,3389,593,17865,62645,27260,2019
"Jacksonville, IL Micro Area",15658,12009,134,11875,8344,1953,8306,2966,2112,436,26,560,3089,27300,2019
